name	line	offset
Lib90_00942	H838	34373
Lib90_00943	H2228	33174
Lib90_00944	H1975	36160
Lib90_00945	H1975	38232
Lib90_00946	HCC827	33624
Lib90_00947	H838	33923
Lib90_00948	H838	32687
Lib90_00949	H838	33588
Lib90_00950	H838	32999
Lib90_00951	H2228	34496
Lib90_00952	H838	34494
Lib90_00953	HCC827	36568
Lib90_00954	H838	32414
Lib90_00955	A549	36273
Lib90_00956	H2228	33612
Lib90_00957	H2228	33329
Lib90_00958	A549	36706
Lib90_00959	HCC827	36695
Lib90_00960	H838	36835
Lib90_00961	H838	33690
Lib90_00962	H2228	33079
Lib90_00963	HCC827	32881
Lib90_00964	H838	33944
Lib90_00965	HCC827	34953
Lib90_00966	H2228	35146
Lib90_00967	H1975	34322
Lib90_00968	H838	37426
Lib90_00969	H1975	34951
Lib90_00970	H1975	35443
Lib90_00971	H1975	32511
Lib90_00972	H838	32980
Lib90_00973	H838	31151
Lib90_00974	H1975	35069
Lib90_00975	H1975	35107
Lib90_00976	H1975	35188
Lib90_00977	H2228	35537
Lib90_00978	H838	33893
Lib90_00979	H1975	32545
Lib90_00980	H1975	36068
Lib90_00981	H1975	34309
Lib90_00982	H2228	32775
Lib90_00983	H2228	33582
Lib90_00984	H838	35122
Lib90_00985	H2228	33064
Lib90_00986	H1975	34388
Lib90_00987	HCC827	35574
Lib90_00988	H2228	33942
Lib90_00989	H838	33628
Lib90_00990	H1975	33832
Lib90_00991	HCC827	35059
Lib90_00992	HCC827	32380
Lib90_00993	H1975	31518
Lib90_00994	H1975	34657
Lib90_00995	H2228	33887
Lib90_00996	A549	35137
Lib90_00997	H1975	35181
Lib90_00998	H2228	33808
Lib90_00999	H838	30922
Lib90_01000	HCC827	35182
Lib90_01001	A549	32888
Lib90_01002	H2228	32134
Lib90_01003	H838	31771
Lib90_01004	H2228	33786
Lib90_01005	A549	36696
Lib90_01006	HCC827	34284
Lib90_01007	H2228	32744
Lib90_01008	H2228	33659
Lib90_01009	HCC827	33504
Lib90_01010	HCC827	32874
Lib90_01011	H2228	33108
Lib90_01012	HCC827	33072
Lib90_01013	HCC827	34739
Lib90_01014	H838	35019
Lib90_01015	HCC827	33003
Lib90_01016	H2228	33556
Lib90_01017	H838	32950
Lib90_01018	H2228	34141
Lib90_01019	H2228	30918
Lib90_01020	A549	34714
Lib90_01021	HCC827	34487
Lib90_01022	H2228	32042
Lib90_01023	H2228	32947
Lib90_01024	H838	32807
Lib90_01025	H1975	34698
Lib90_01026	H2228	33754
Lib90_01027	H2228	34934
Lib90_01028	H2228	34841
Lib90_01029	H1975	33949
Lib90_01030	H2228	33405
Lib90_01031	H838	32919
Lib90_01032	H2228	32043
Lib90_01033	H838	31680
Lib90_01034	H838	33549
Lib90_01035	A549	35000
Lib90_01036	HCC827	33804
Lib90_01037	H1975	36496
Lib90_01038	HCC827	35503
Lib90_01039	H838	34775
Lib90_01040	H1975	31687
Lib90_01041	H1975	33413
Lib90_01042	HCC827	36867
Lib90_01043	H2228	35504
Lib90_01044	H1975	33018
Lib90_01045	H838	35686
Lib90_01046	HCC827	35306
Lib90_01047	H2228	33831
Lib90_01048	H2228	32860
Lib90_01049	A549	33815
Lib90_01050	HCC827	34214
Lib90_01051	H1975	31860
Lib90_01052	HCC827	33626
Lib90_01053	H2228	32976
Lib90_01054	H2228	33684
Lib90_01055	H838	31314
Lib90_01056	HCC827	32025
Lib90_01057	H1975	34076
Lib90_01058	H1975	32497
Lib90_01059	H2228	33073
Lib90_01060	H2228	33862
Lib90_01061	H2228	32088
Lib90_01062	H2228	35067
Lib90_01063	HCC827	33050
Lib90_01064	H2228	32100
Lib90_01065	H838	33075
Lib90_01066	H838	32886
Lib90_01067	A549	33920
Lib90_01068	A549	33856
Lib90_01069	H838	31640
Lib90_01070	H2228	29563
Lib90_01071	H2228	32684
Lib90_01072	H2228	33655
Lib90_01073	H838	31418
Lib90_01074	HCC827	33520
Lib90_01075	H838	32010
Lib90_01076	H1975	33350
Lib90_01077	H838	29890
Lib90_01078	H2228	30667
Lib90_01079	H2228	32281
Lib90_01080	A549	32582
Lib90_01081	HCC827	34620
Lib90_01082	A549	33387
Lib90_01083	H838	33521
Lib90_01084	A549	34055
Lib90_01085	H838	32203
Lib90_01086	H2228	30678
Lib90_01087	H1975	32833
Lib90_01088	H1975	31520
Lib90_01089	H1975	31924
Lib90_01090	H838	30999
Lib90_01091	H838	32503
Lib90_01092	H838	33147
Lib90_01093	HCC827	33098
Lib90_01094	H2228	31568
Lib90_01095	H838	32085
Lib90_01096	A549	32042
Lib90_01097	A549	32672
Lib90_01098	A549	34556
Lib90_01099	H2228	30719
Lib90_01100	A549	33501
Lib90_01101	A549	34193
Lib90_01102	HCC827	33010
Lib90_01103	A549	35637
Lib90_01104	H2228	32060
Lib90_01105	H838	32041
Lib90_01106	HCC827	33111
Lib90_01107	A549	35241
Lib90_01108	H838	31292
Lib90_01109	H2228	31884
Lib90_01110	A549	34450
Lib90_01111	H2228	33237
Lib90_01112	H838	32003
Lib90_01113	H838	31286
Lib90_01114	H838	34359
Lib90_01115	H2228	31948
Lib90_01116	A549	35634
Lib90_01117	H2228	30359
Lib90_01118	H838	30473
Lib90_01119	HCC827	32146
Lib90_01120	HCC827	31788
Lib90_01121	H1975	31962
Lib90_01122	H2228	32601
Lib90_01123	H838	30730
Lib90_01124	H838	31135
Lib90_01125	H2228	33402
Lib90_01126	H838	32986
Lib90_01127	H1975	34862
Lib90_01128	H838	30762
Lib90_01129	H2228	32421
Lib90_01130	H2228	32354
Lib90_01131	H1975	31818
Lib90_01132	H2228	30411
Lib90_01133	H838	30451
Lib90_01134	HCC827	34361
Lib90_01135	HCC827	33891
Lib90_01136	H2228	31670
Lib90_01137	H2228	33649
Lib90_01138	H1975	35143
Lib90_01139	H838	31942
Lib90_01140	H838	31011
Lib90_01141	H2228	33220
Lib90_01142	HCC827	34281
Lib90_01143	H1975	32113
Lib90_01144	H2228	31639
Lib90_01145	HCC827	32285
Lib90_01146	H1975	31268
Lib90_01147	HCC827	34273
Lib90_01148	A549	32063
Lib90_01149	H838	32431
Lib90_01150	H1975	33180
Lib90_01151	H1975	30780
Lib90_01152	H2228	33688
Lib90_01153	A549	32336
Lib90_01154	H2228	32821
Lib90_01155	H2228	31300
Lib90_01156	H2228	31296
Lib90_01157	H1975	31162
Lib90_01158	H838	30859
Lib90_01159	H1975	29520
Lib90_01160	H1975	35534
Lib90_01161	A549	33485
Lib90_01162	H838	34486
Lib90_01163	H838	31596
Lib90_01164	HCC827	34219
Lib90_01165	H838	32293
Lib90_01166	H1975	33686
Lib90_01167	A549	34738
Lib90_01168	HCC827	31294
Lib90_01169	H838	31098
Lib90_01170	HCC827	33342
Lib90_01171	HCC827	33577
Lib90_01172	H2228	30204
Lib90_01173	HCC827	32884
Lib90_01174	H838	34292
Lib90_01175	H1975	30936
Lib90_01176	H838	31122
Lib90_01177	H2228	30381
Lib90_01178	H2228	31390
Lib90_01179	H838	27830
Lib90_01180	H2228	30344
Lib90_01181	HCC827	31742
Lib90_01182	H1975	34283
Lib90_01183	H2228	30012
Lib90_01184	HCC827	32598
Lib90_01185	H2228	31428
Lib90_01186	H1975	30611
Lib90_01187	H2228	33569
Lib90_01188	H1975	32927
Lib90_01189	HCC827	31419
Lib90_01190	H2228	32075
Lib90_01191	H2228	31255
Lib90_01192	HCC827	31015
Lib90_01193	HCC827	33162
Lib90_01194	H2228	30678
Lib90_01195	H838	31753
Lib90_01196	H1975	30041
Lib90_01197	H2228	29056
Lib90_01198	H2228	31791
Lib90_01199	H1975	30917
Lib90_01200	H2228	30831
Lib90_01201	H2228	30956
Lib90_01202	H2228	30869
Lib90_01203	H838	30919
Lib90_01204	H2228	31094
Lib90_01205	H838	32441
Lib90_01206	H838	30645
Lib90_01207	HCC827	31462
Lib90_01208	H2228	32895
Lib90_01209	H838	29468
Lib90_01210	H838	29972
Lib90_01211	HCC827	32216
Lib90_01212	H1975	31789
Lib90_01213	H838	32518
Lib90_01214	H2228	30488
Lib90_01215	HCC827	29390
Lib90_01216	H2228	29712
Lib90_01217	HCC827	31037
Lib90_01218	H2228	33877
Lib90_01219	H838	31670
Lib90_01220	H2228	30725
Lib90_01221	H1975	32364
Lib90_01222	H838	30359
Lib90_01223	H2228	32078
Lib90_01224	A549	31472
Lib90_01225	H2228	28209
Lib90_01226	HCC827	32475
Lib90_01227	A549	32224
Lib90_01228	H2228	28955
Lib90_01229	H838	30001
Lib90_01230	A549	30972
Lib90_01231	H838	31668
Lib90_01232	A549	32258
Lib90_01233	H2228	29907
Lib90_01234	H838	29292
Lib90_01235	H2228	31153
Lib90_01236	H838	29740
Lib90_01237	HCC827	33220
Lib90_01238	H2228	32644
Lib90_01239	H838	32010
Lib90_01240	H838	31744
Lib90_01241	H2228	32386
Lib90_01242	H2228	29661
Lib90_01243	H1975	31676
Lib90_01244	HCC827	31891
Lib90_01245	H2228	31989
Lib90_01246	H2228	32444
Lib90_01247	H1975	30786
Lib90_01248	HCC827	34348
Lib90_01249	H838	28847
Lib90_01250	HCC827	30637
Lib90_01251	H838	31132
Lib90_01252	H838	30223
Lib90_01253	H1975	32552
Lib90_01254	H838	31869
Lib90_01255	H1975	29926
Lib90_01256	H1975	33835
Lib90_01257	H838	30630
Lib90_01258	H1975	31504
Lib90_01259	H838	30815
Lib90_01260	H838	30966
Lib90_01261	H2228	31328
Lib90_01262	A549	32208
Lib90_01263	H2228	29068
Lib90_01264	H2228	30483
Lib90_01265	H1975	31777
Lib90_01266	H2228	30399
Lib90_01267	H838	29493
Lib90_01268	HCC827	34183
Lib90_01269	H2228	30137
Lib90_01270	A549	32116
Lib90_01271	H838	28981
Lib90_01272	H838	32429
Lib90_01273	H838	29689
Lib90_01274	A549	30775
Lib90_01275	H2228	32681
Lib90_01276	HCC827	33153
Lib90_01277	H838	32661
Lib90_01278	H1975	30660
Lib90_01279	HCC827	31783
Lib90_01280	H2228	28039
Lib90_01281	A549	32806
Lib90_01282	H2228	29415
Lib90_01283	H1975	32342
Lib90_01284	H838	30006
Lib90_01285	A549	30355
Lib90_01286	H838	31841
Lib90_01287	H2228	29993
Lib90_01288	A549	32090
Lib90_01289	H2228	31539
Lib90_01290	H2228	29223
Lib90_01291	H838	29145
Lib90_01292	H838	31311
Lib90_01293	H1975	30168
Lib90_01294	A549	31337
Lib90_01295	H2228	29059
Lib90_01296	A549	32248
Lib90_01297	H2228	32081
Lib90_01298	H2228	29309
Lib90_01299	H838	28968
Lib90_01300	A549	31994
Lib90_01301	H2228	32089
Lib90_01302	HCC827	32637
Lib90_01303	HCC827	33733
Lib90_01304	H838	30120
Lib90_01305	H1975	28852
Lib90_01306	A549	29845
Lib90_01307	A549	32448
Lib90_01308	H838	30293
Lib90_01309	A549	31004
Lib90_01310	H2228	35620
Lib90_01311	A549	30563
Lib90_01312	H2228	32313
Lib90_01313	H2228	31922
Lib90_01314	H838	29489
Lib90_01315	A549	31431
Lib90_01316	H1975	30656
Lib90_01317	H2228	32135
Lib90_01318	A549	30996
Lib90_01319	H1975	32805
Lib90_01320	H838	29908
Lib90_01321	H2228	28993
Lib90_01322	H2228	30365
Lib90_01323	H2228	30592
Lib90_01324	H2228	29883
Lib90_01325	H2228	29399
Lib90_01326	H838	31130
Lib90_01327	HCC827	31144
Lib90_01328	H1975	33771
Lib90_01329	A549	31360
Lib90_01330	H838	30662
Lib90_01331	H2228	30169
Lib90_01332	H838	31636
Lib90_01333	H2228	28128
Lib90_01334	HCC827	32823
Lib90_01335	H838	30329
Lib90_01336	HCC827	30551
Lib90_01337	H2228	30287
Lib90_01338	H1975	31606
Lib90_01339	H838	29389
Lib90_01340	HCC827	31821
Lib90_01341	H838	32209
Lib90_01342	HCC827	32427
Lib90_01343	H2228	33663
Lib90_01344	A549	31305
Lib90_01345	H2228	29838
Lib90_01346	H838	31354
Lib90_01347	H1975	32243
Lib90_01348	H1975	29369
Lib90_01349	H1975	29893
Lib90_01350	H838	28954
Lib90_01351	H838	29223
Lib90_01352	H2228	31173
Lib90_01353	H838	30495
Lib90_01354	H1975	29032
Lib90_01355	A549	30873
Lib90_01356	A549	30394
Lib90_01357	H838	29442
Lib90_01358	HCC827	31674
Lib90_01359	H2228	32020
Lib90_01360	H838	30645
Lib90_01361	H2228	29991
Lib90_01362	H2228	31375
Lib90_01363	H2228	28579
Lib90_01364	H838	28467
Lib90_01365	H2228	31864
Lib90_01366	HCC827	33483
Lib90_01367	HCC827	28829
Lib90_01368	H1975	27565
Lib90_01369	H838	27950
Lib90_01370	H838	28661
Lib90_01371	A549	30975
Lib90_01372	A549	32507
Lib90_01373	H2228	29995
Lib90_01374	HCC827	30878
Lib90_01375	H1975	30003
Lib90_01376	H2228	28424
Lib90_01377	HCC827	33786
Lib90_01378	H838	28429
Lib90_01379	H2228	29040
Lib90_01380	A549	31390
Lib90_01381	H2228	27681
Lib90_01382	H838	29377
Lib90_01383	H838	29667
Lib90_01384	A549	31641
Lib90_01385	A549	29203
Lib90_01386	HCC827	33174
Lib90_01387	A549	32074
Lib90_01388	H2228	28214
Lib90_01389	H838	30588
Lib90_01390	A549	29623
Lib90_01391	HCC827	31181
Lib90_01392	HCC827	33090
Lib90_01393	H2228	29145
Lib90_01394	H1975	31238
Lib90_01395	H838	31837
Lib90_01396	H838	29812
Lib90_01397	H838	28441
Lib90_01398	H2228	29915
Lib90_01399	H2228	30504
Lib90_01400	H2228	30904
Lib90_01401	H2228	28259
Lib90_01402	HCC827	28850
Lib90_01403	H2228	27654
Lib90_01404	H838	30000
Lib90_01405	A549	29366
Lib90_01406	HCC827	30310
Lib90_01407	A549	33025
Lib90_01408	A549	30642
Lib90_01409	HCC827	31488
Lib90_01410	A549	29473
Lib90_01411	A549	30021
Lib90_01412	H2228	30145
Lib90_01413	HCC827	31725
Lib90_01414	HCC827	31632
Lib90_01415	A549	30452
Lib90_01416	H838	29731
Lib90_01417	H838	30581
Lib90_01418	A549	30177
Lib90_01419	H838	28854
Lib90_01420	HCC827	32768
Lib90_01421	H2228	29925
Lib90_01422	H838	29059
Lib90_01423	HCC827	30475
Lib90_01424	A549	32172
Lib90_01425	H2228	29374
Lib90_01426	H2228	28401
Lib90_01427	H838	29951
Lib90_01428	H2228	29889
Lib90_01429	H1975	30175
Lib90_01430	H2228	30074
Lib90_01431	HCC827	31410
Lib90_01432	H2228	30588
Lib90_01433	HCC827	31302
Lib90_01434	H1975	25395
Lib90_01435	HCC827	30297
Lib90_01436	H838	30965
Lib90_01437	HCC827	30929
Lib90_01438	H1975	31064
Lib90_01439	A549	30126
Lib90_01440	H2228	27239
Lib90_01441	H2228	30545
Lib90_01442	H2228	29820
Lib90_01443	HCC827	29739
Lib90_01444	H2228	31484
Lib90_01445	H1975	27838
Lib90_01446	H2228	28593
Lib90_01447	H1975	29527
Lib90_01448	A549	28580
Lib90_01449	H2228	26463
Lib90_01450	H2228	29788
Lib90_01451	H838	29189
Lib90_01452	H838	31219
Lib90_01453	H838	28615
Lib90_01454	H838	30562
Lib90_01455	H1975	31691
Lib90_01456	H838	29890
Lib90_01457	H1975	30975
Lib90_01458	H2228	26856
Lib90_01459	H1975	28096
Lib90_01460	H838	28661
Lib90_01461	H1975	29147
Lib90_01462	HCC827	29242
Lib90_01463	H2228	29565
Lib90_01464	HCC827	31358
Lib90_01465	HCC827	30159
Lib90_01466	A549	30935
Lib90_01467	A549	31063
Lib90_01468	H838	29688
Lib90_01469	A549	31534
Lib90_01470	HCC827	31150
Lib90_01471	H838	29538
Lib90_01472	HCC827	30115
Lib90_01473	H2228	27594
Lib90_01474	H2228	31768
Lib90_01475	H1975	31275
Lib90_01476	H2228	29401
Lib90_01477	H2228	30216
Lib90_01478	HCC827	30913
Lib90_01479	A549	31064
Lib90_01480	H2228	33662
Lib90_01481	H2228	29478
Lib90_01482	H2228	29942
Lib90_01483	H838	27829
Lib90_01484	A549	30090
Lib90_01485	A549	28888
Lib90_01486	A549	30429
Lib90_01487	H838	27285
Lib90_01488	A549	28916
Lib90_01489	H2228	28604
Lib90_01490	HCC827	29977
Lib90_01491	H2228	30218
Lib90_01492	H1975	30507
Lib90_01493	HCC827	28484
Lib90_01494	H838	29142
Lib90_01495	H2228	29120
Lib90_01496	H2228	30104
Lib90_01497	H1975	29336
Lib90_01498	A549	30510
Lib90_01499	A549	30596
Lib90_01500	H2228	30697
Lib90_01501	HCC827	30478
Lib90_01502	A549	28792
Lib90_01503	H2228	29947
Lib90_01504	H838	29249
Lib90_01505	A549	28819
Lib90_01506	A549	28386
Lib90_01507	H2228	29529
Lib90_01508	H838	29863
Lib90_01509	HCC827	30755
Lib90_01510	H838	27375
Lib90_01511	H2228	29363
Lib90_01512	H838	28864
Lib90_01513	H2228	31064
Lib90_01514	H1975	26653
Lib90_01515	H838	28194
Lib90_01516	A549	28729
Lib90_01517	A549	27524
Lib90_01518	A549	28397
Lib90_01519	A549	30506
Lib90_01520	H2228	27448
Lib90_01521	H2228	30321
Lib90_01522	A549	26944
Lib90_01523	H2228	28896
Lib90_01524	H838	26933
Lib90_01525	A549	27753
Lib90_01526	HCC827	30793
Lib90_01527	H2228	29319
Lib90_01528	HCC827	29860
Lib90_01529	A549	29887
Lib90_01530	H2228	28329
Lib90_01531	HCC827	27310
Lib90_01532	H838	28060
Lib90_01533	H838	28693
Lib90_01534	H838	28843
Lib90_01535	H2228	26911
Lib90_01536	HCC827	29752
Lib90_01537	HCC827	30733
Lib90_01538	H838	29011
Lib90_01539	H1975	29172
Lib90_01540	H838	29327
Lib90_01541	HCC827	30511
Lib90_01542	A549	29658
Lib90_01543	A549	29892
Lib90_01544	H2228	27919
Lib90_01545	H2228	28560
Lib90_01546	A549	27210
Lib90_01547	H838	27515
Lib90_01548	A549	28319
Lib90_01549	A549	28749
Lib90_01550	H838	26989
Lib90_01551	H2228	27353
Lib90_01552	H2228	29431
Lib90_01553	H1975	30263
Lib90_01554	A549	31256
Lib90_01555	H2228	28057
Lib90_01556	H1975	29956
Lib90_01557	HCC827	28224
Lib90_01558	H1975	28201
Lib90_01559	H2228	26464
Lib90_01560	A549	28696
Lib90_01561	HCC827	29217
Lib90_01562	A549	29280
Lib90_01563	HCC827	30480
Lib90_01564	H1975	29351
Lib90_01565	HCC827	31246
Lib90_01566	H2228	27998
Lib90_01567	H838	29070
Lib90_01568	H2228	30037
Lib90_01569	HCC827	30770
Lib90_01570	H1975	28739
Lib90_01571	H2228	27760
Lib90_01572	A549	28147
Lib90_01573	H2228	28259
Lib90_01574	A549	29430
Lib90_01575	H838	27101
Lib90_01576	A549	27785
Lib90_01577	H838	29336
Lib90_01578	H838	27830
Lib90_01579	A549	27160
Lib90_01580	H1975	27815
Lib90_01581	H2228	28752
Lib90_01582	H1975	29802
Lib90_01583	H2228	27730
Lib90_01584	H1975	29299
Lib90_01585	H1975	30851
Lib90_01586	H2228	28056
Lib90_01587	HCC827	29792
Lib90_01588	H2228	25750
Lib90_01589	A549	31326
Lib90_01590	H838	29490
Lib90_01591	A549	28883
Lib90_01592	H2228	27804
Lib90_01593	HCC827	28832
Lib90_01594	H2228	27569
Lib90_01595	H2228	27730
Lib90_01596	A549	27856
Lib90_01597	H2228	26420
Lib90_01598	H838	25586
Lib90_01599	H1975	30327
Lib90_01600	H838	27400
Lib90_01601	H838	29388
Lib90_01602	HCC827	26650
Lib90_01603	H1975	27156
Lib90_01604	H2228	27183
Lib90_01605	H838	26784
Lib90_01606	A549	29077
Lib90_01607	H1975	27467
Lib90_01608	A549	28708
Lib90_01609	H2228	26773
Lib90_01610	H2228	29029
Lib90_01611	H1975	28441
Lib90_01612	HCC827	30255
Lib90_01613	A549	28702
Lib90_01614	H2228	27995
Lib90_01615	H2228	27009
Lib90_01616	H2228	27879
Lib90_01617	H2228	28561
Lib90_01618	HCC827	27196
Lib90_01619	H2228	29267
Lib90_01620	H2228	27624
Lib90_01621	H838	27660
Lib90_01622	H2228	26276
Lib90_01623	A549	29301
Lib90_01624	A549	29556
Lib90_01625	HCC827	32835
Lib90_01626	H1975	28386
Lib90_01627	A549	28408
Lib90_01628	H2228	27316
Lib90_01629	HCC827	28492
Lib90_01630	HCC827	31643
Lib90_01631	HCC827	30505
Lib90_01632	H838	29167
Lib90_01633	HCC827	28451
Lib90_01634	A549	28960
Lib90_01635	HCC827	29064
Lib90_01636	H1975	28170
Lib90_01637	A549	28661
Lib90_01638	H1975	28198
Lib90_01639	A549	30741
Lib90_01640	HCC827	29277
Lib90_01641	A549	27606
Lib90_01642	HCC827	28647
Lib90_01643	H2228	29152
Lib90_01644	A549	25836
Lib90_01645	HCC827	28843
Lib90_01646	A549	29717
Lib90_01647	A549	30889
Lib90_01648	H1975	27767
Lib90_01649	H2228	27094
Lib90_01650	A549	28136
Lib90_01651	HCC827	30549
Lib90_01652	H2228	28593
Lib90_01653	HCC827	29215
Lib90_01654	A549	27751
Lib90_01655	HCC827	28641
Lib90_01656	H2228	27304
Lib90_01657	A549	27585
Lib90_01658	A549	26528
Lib90_01659	H838	25509
Lib90_01660	H2228	28217
Lib90_01661	A549	27944
Lib90_01662	HCC827	28554
Lib90_01663	H1975	28198
Lib90_01664	A549	28344
Lib90_01665	A549	27482
Lib90_01666	HCC827	29407
Lib90_01667	H2228	27392
Lib90_01668	H2228	27731
Lib90_01669	A549	30245
Lib90_01670	A549	27836
Lib90_01671	A549	27988
Lib90_01672	H2228	26710
Lib90_01673	HCC827	28565
Lib90_01674	H2228	29449
Lib90_01675	HCC827	28594
Lib90_01676	H2228	26748
Lib90_01677	H2228	29348
Lib90_01678	A549	27270
Lib90_01679	H838	26402
Lib90_01680	A549	28778
Lib90_01681	H2228	27323
Lib90_01682	H2228	27186
Lib90_01683	H1975	27557
Lib90_01684	HCC827	28603
Lib90_01685	A549	26804
Lib90_01686	A549	27776
Lib90_01687	A549	28111
Lib90_01688	HCC827	26293
Lib90_01689	HCC827	29485
Lib90_01690	H838	27510
Lib90_01691	H838	28881
Lib90_01692	HCC827	26427
Lib90_01693	H2228	25764
Lib90_01694	H838	26967
Lib90_01695	A549	26556
Lib90_01696	A549	25987
Lib90_01697	H2228	27804
Lib90_01698	H2228	28696
Lib90_01699	H1975	24982
Lib90_01700	H2228	26907
Lib90_01701	HCC827	27053
Lib90_01702	A549	28768
Lib90_01703	H2228	28546
Lib90_01704	H838	26258
Lib90_01705	A549	27447
Lib90_01706	HCC827	28872
Lib90_01707	H838	26620
Lib90_01708	HCC827	30278
Lib90_01709	H1975	27350
Lib90_01710	A549	27631
Lib90_01711	H2228	27354
Lib90_01712	A549	27360
Lib90_01713	HCC827	27306
Lib90_01714	A549	27570
Lib90_01715	H2228	27866
Lib90_01716	H2228	25815
Lib90_01717	H1975	26504
Lib90_01718	H1975	25161
Lib90_01719	H1975	26160
Lib90_01720	A549	27635
Lib90_01721	H2228	26572
Lib90_01722	A549	28323
Lib90_01723	H2228	27480
Lib90_01724	H2228	25174
Lib90_01725	A549	26833
Lib90_01726	A549	27741
Lib90_01727	H838	26959
Lib90_01728	H838	25300
Lib90_01729	A549	26658
Lib90_01730	H2228	29790
Lib90_01731	H2228	27632
Lib90_01732	H838	27515
Lib90_01733	H838	25612
Lib90_01734	H2228	27864
Lib90_01735	H838	28509
Lib90_01736	H1975	24936
Lib90_01737	H1975	26407
Lib90_01738	H2228	28270
Lib90_01739	H2228	27334
Lib90_01740	H838	25155
Lib90_01741	H2228	27515
Lib90_01742	A549	29543
Lib90_01743	A549	26983
Lib90_01744	H838	27844
Lib90_01745	A549	27446
Lib90_01746	HCC827	26896
Lib90_01747	A549	26818
Lib90_01748	A549	28109
Lib90_01749	H1975	27968
Lib90_01750	H2228	25603
Lib90_01751	HCC827	28051
Lib90_01752	A549	25345
Lib90_01753	HCC827	26389
Lib90_01754	H1975	27097
Lib90_01755	A549	28545
Lib90_01756	A549	29269
Lib90_01757	H2228	28356
Lib90_01758	H838	25661
Lib90_01759	H2228	25946
Lib90_01760	HCC827	28600
Lib90_01761	A549	27401
Lib90_01762	H2228	25596
Lib90_01763	HCC827	27281
Lib90_01764	A549	26232
Lib90_01765	H2228	26628
Lib90_01766	A549	27117
Lib90_01767	HCC827	27070
Lib90_01768	A549	26182
Lib90_01769	H2228	26212
Lib90_01770	H838	27088
Lib90_01771	HCC827	28728
Lib90_01772	H2228	27271
Lib90_01773	A549	27081
Lib90_01774	A549	27390
Lib90_01775	A549	25575
Lib90_01776	H838	27017
Lib90_01777	A549	29985
Lib90_01778	H1975	24540
Lib90_01779	H838	25255
Lib90_01780	H838	26509
Lib90_01781	HCC827	27144
Lib90_01782	H2228	28168
Lib90_01783	H2228	25567
Lib90_01784	HCC827	26786
Lib90_01785	H1975	26632
Lib90_01786	H2228	26688
Lib90_01787	H2228	27173
Lib90_01788	A549	28178
Lib90_01789	H2228	25348
Lib90_01790	HCC827	24812
Lib90_01791	H2228	28132
Lib90_01792	H1975	27612
Lib90_01793	H838	25672
Lib90_01794	H2228	26656
Lib90_01795	H2228	27302
Lib90_01796	H2228	27128
Lib90_01797	A549	24253
Lib90_01798	H2228	25227
Lib90_01799	A549	26091
Lib90_01800	H2228	26419
Lib90_01801	H2228	24090
Lib90_01802	A549	26950
Lib90_01803	HCC827	26175
Lib90_01804	H2228	27098
Lib90_01805	HCC827	27284
Lib90_01806	A549	27119
Lib90_01807	H1975	25293
Lib90_01808	H2228	24914
Lib90_01809	H2228	26518
Lib90_01810	H2228	26639
Lib90_01811	H2228	26293
Lib90_01812	H2228	27282
Lib90_01813	A549	26895
Lib90_01814	H2228	24411
Lib90_01815	HCC827	24015
Lib90_01816	A549	26784
Lib90_01817	H2228	26212
Lib90_01818	A549	25264
Lib90_01819	H2228	25270
Lib90_01820	H838	27722
Lib90_01821	H838	26048
Lib90_01822	HCC827	27192
Lib90_01823	HCC827	26829
Lib90_01824	H2228	26290
Lib90_01825	A549	28141
Lib90_01826	H2228	26141
Lib90_01827	A549	26832
Lib90_01828	A549	28157
Lib90_01829	H838	27106
Lib90_01830	H2228	25773
Lib90_01831	H2228	26103
Lib90_01832	H1975	26651
Lib90_01833	H2228	25661
Lib90_01834	A549	26088
Lib90_01835	H838	28593
Lib90_01836	H1975	25126
Lib90_01837	H1975	26107
Lib90_01838	H2228	27432
Lib90_01839	H838	26298
Lib90_01840	H2228	24860
Lib90_01841	H2228	27474
Lib90_01842	HCC827	28447
Lib90_01843	H2228	27182
Lib90_01844	H1975	22967
Lib90_01845	A549	27171
Lib90_01846	H838	25078
Lib90_01847	H2228	26790
Lib90_01848	H1975	26840
Lib90_01849	A549	25778
Lib90_01850	H838	25494
Lib90_01851	H838	26248
Lib90_01852	H838	27080
Lib90_01853	H838	27218
Lib90_01854	HCC827	26833
Lib90_01855	HCC827	28669
Lib90_01856	A549	25862
Lib90_01857	H2228	28899
Lib90_01858	H2228	26200
Lib90_01859	H2228	26569
Lib90_01860	H1975	27460
Lib90_01861	A549	26825
Lib90_01862	H2228	25132
Lib90_01863	A549	26575
Lib90_01864	A549	25718
Lib90_01865	H838	25144
Lib90_01866	A549	27419
Lib90_01867	H838	25331
Lib90_01868	H2228	25229
Lib90_01869	A549	25420
Lib90_01870	A549	27099
Lib90_01871	HCC827	27700
Lib90_01872	H2228	27688
Lib90_01873	HCC827	24007
Lib90_01874	H2228	25363
Lib90_01875	A549	27047
Lib90_01876	A549	24555
Lib90_01877	H838	25812
Lib90_01878	A549	28029
Lib90_01879	A549	25575
Lib90_01880	H2228	25670
Lib90_01881	H2228	25690
Lib90_01882	A549	25374
Lib90_01883	A549	26211
Lib90_01884	A549	25087
Lib90_01885	H838	26794
Lib90_01886	A549	26273
Lib90_01887	H2228	25686
Lib90_01888	A549	25162
Lib90_01889	A549	25175
